clock,xxx,src,dest
212.0,Animation,SZX,MUC
214.0,Animation,IAH,ORY
214.0,Animation,DFW,MSP
214.0,Animation,BOS,HKG
214.0,Animation,PVG,BOS
214.0,Animation,BOM,ORY
215.0,Animation,FRA,TPE
216.0,Animation,BOS,JFK
217.0,Animation,JFK,SFO
220.0,Animation,SZX,SIN
221.0,Animation,LAS,MEL
222.0,Animation,CTU,SIN
222.0,Animation,MAD,SHA
223.0,Animation,FRA,CGK
223.0,Animation,PVG,ZRH
225.0,Animation,MAD,SYD
226.0,Animation,DTW,PVG
227.0,Animation,MAD,SZX
227.0,Animation,PHL,HKG
228.0,Animation,MIA,MAD
228.0,Animation,MSP,DEN
229.0,Animation,PEK,PVG
229.0,Animation,ORD,FRA
229.0,Animation,EWR,CGK
231.0,Animation,SHA,CLT
232.0,Animation,BOS,BOM
234.0,Animation,MCO,DEL
235.0,Animation,MUC,FCO
236.0,Animation,DFW,FCO
238.0,Animation,DEN,CLT
240.0,Animation,MSP,SIN
242.0,Animation,CTU,SZX
242.0,Animation,JFK,FCO
244.0,Animation,MIA,DEN
245.0,Animation,PHX,MAD
248.0,Animation,DXB,SIN
248.0,Animation,EWR,ORY
250.0,Animation,SEA,GRU
250.0,Animation,SEA,ATL
251.0,Animation,CTU,CDG
253.0,Animation,FCO,MSP
254.0,Animation,IAH,SYD
254.0,Animation,PHX,BOM
258.0,Animation,TPE,PVG
258.0,Animation,DEN,CGK
261.0,Animation,MIA,PHX
262.0,Animation,DFW,FRA
262.0,Animation,SEA,YYZ
262.0,Animation,EWR,MEL
263.0,Animation,DXB,EWR
264.0,Animation,MIA,PHL
265.0,Animation,MSP,BOM
265.0,Animation,AYT,MIA
266.0,Animation,FRA,HKG
267.0,Animation,DFW,FCO
269.0,Animation,PHL,MIA
269.0,Animation,IAH,SHA
270.0,Animation,MSP,PVG
270.0,Animation,MIA,SEA
270.0,Animation,IAH,MEX
272.0,Animation,PHL,MCO
272.0,Animation,SEA,PHL
273.0,Animation,DXB,LAS
273.0,Animation,TPE,DEN
276.0,Animation,MSP,CAN
277.0,Animation,MEX,CTU
277.0,Animation,JFK,CGK
277.0,Animation,ATL,MSP
279.0,Animation,DFW,PHL
280.0,Animation,SIN,ORD
280.0,Animation,TPE,JFK
282.0,Animation,AYT,MCO
287.0,Animation,AYT,TPE
287.0,Animation,IAH,LAX
289.0,Animation,IAH,ORY
289.0,Animation,ZRH,ATL
291.0,Animation,DFW,TPE
292.0,Animation,IST,CAN
292.0,Animation,CDG,CLT
293.0,Animation,AMS,TPE
293.0,Animation,KUL,FRA
294.0,Animation,IAH,MIA
295.0,Animation,MAD,MCO
295.0,Animation,CDG,CTU
296.0,Animation,FRA,IAH
298.0,Animation,LAX,MSP
299.0,Animation,ORD,AMS
299.0,Animation,MSP,AYT
300.0,Animation,DTW,PEK
302.0,Animation,JFK,FRA
305.0,Animation,MSP,DEL
306.0,Animation,AYT,ZRH
306.0,Animation,DFW,CLT
308.0,Animation,DEN,YYZ
309.0,Animation,MEX,BOM
309.0,Animation,MSP,AYT
309.0,Animation,MCO,CAN
313.0,Animation,NRT,AMS
313.0,Animation,DXB,SFO
315.0,Animation,KUL,DFW
316.0,Animation,SFO,AMS
316.0,Animation,YYZ,DXB
317.0,Animation,MSP,CGK
317.0,Animation,DXB,SHA
319.0,Animation,IAH,CGK
323.0,Animation,CAN,EWR
323.0,Animation,MEX,SIN
324.0,Animation,LAX,DEN
324.0,Animation,ATL,DEL
327.0,Animation,NRT,BOS
328.0,Animation,KUL,TPE
329.0,Animation,TPE,BOS
330.0,Animation,MAD,SEA
333.0,Animation,MIA,HKG
333.0,Animation,LAS,MCO
334.0,Animation,DTW,SIN
335.0,Animation,YYZ,LHR
337.0,Animation,IAH,BOM
338.0,Animation,YYZ,CDG
341.0,Animation,LAS,MUC
341.0,Animation,LAS,KUL
341.0,Animation,DXB,KUL
341.0,Animation,DXB,SFO
344.0,Animation,IAH,CDG
345.0,Animation,CTU,DFW
347.0,Animation,LAX,IAH
349.0,Animation,PHL,CGK
350.0,Animation,MCO,PVG
350.0,Animation,MSP,IAH
351.0,Animation,YYZ,MSP
351.0,Animation,FCO,GRU
353.0,Animation,MIA,LAX
354.0,Animation,YYZ,MEL
357.0,Animation,CTU,ATL
358.0,Animation,BOS,PHX
359.0,Animation,BOS,BOM
360.0,Animation,YYZ,AMS
360.0,Animation,EWR,FRA
360.0,Animation,CLT,MEL
364.0,Animation,MIA,EWR
366.0,Animation,SHA,EWR
367.0,Animation,SZX,LAS
368.0,Animation,JFK,CLT
368.0,Animation,DEN,IST
369.0,Animation,PVG,GRU
370.0,Animation,LAX,DXB
370.0,Animation,PVG,PHX
372.0,Animation,CLT,TPE
373.0,Animation,MSP,GRU
375.0,Animation,SHA,EWR
376.0,Animation,PHL,CAN
376.0,Animation,LAX,NRT
376.0,Animation,SFO,LHR
377.0,Animation,PVG,PHX
378.0,Animation,CGK,MEL
387.0,Animation,KUL,SIN
389.0,Animation,MIA,GRU
392.0,Animation,CGK,SFO
397.0,Animation,KUL,LAX
397.0,Animation,SZX,IAH
398.0,Animation,SEA,DEL
400.0,Animation,DTW,MSP
400.0,Animation,IST,MCO
403.0,Animation,SHA,PVG
406.0,Animation,PVG,IST
410.0,Animation,KUL,DXB
414.0,Animation,BOS,MUC
415.0,Animation,FCO,SZX
415.0,Animation,BOM,ZRH
416.0,Animation,CGK,LAS
419.0,Animation,SFO,DTW
420.0,Animation,KUL,NRT
420.0,Animation,MEX,ATL
421.0,Animation,DFW,MAD
422.0,Animation,PHX,ATL
424.0,Animation,SFO,SHA
427.0,Animation,SFO,SEA
428.0,Animation,AYT,SFO
432.0,Animation,DEL,SHA
432.0,Animation,MIA,LAX
432.0,Animation,SFO,MEX
432.0,Animation,MCO,DFW
434.0,Animation,FRA,GRU
435.0,Animation,PEK,FRA
443.0,Animation,PHL,ZRH
444.0,Animation,MSP,FRA
445.0,Animation,SIN,TPE
448.0,Animation,MIA,AYT
451.0,Animation,CLT,EWR
454.0,Animation,BOM,DEN
460.0,Animation,MIA,YYZ
464.0,Animation,SIN,LAS
468.0,Animation,BOS,KUL
468.0,Animation,MIA,EWR
471.0,Animation,PVG,CAN
472.0,Animation,SIN,LHR
475.0,Animation,PEK,FRA
476.0,Animation,NRT,ORD
476.0,Animation,CLT,EWR
484.0,Animation,DEN,SIN
486.0,Animation,DEL,SYD
486.0,Animation,DXB,CDG
491.0,Animation,PHL,YYZ
491.0,Animation,MSP,MAD
493.0,Animation,CLT,ZRH
498.0,Animation,ORY,IST
498.0,Animation,BOS,HKG
502.0,Animation,DEN,BOS
503.0,Animation,BOS,SEA
504.0,Animation,BOS,MSP
504.0,Animation,LAX,TPE
505.0,Animation,KUL,DEN
505.0,Animation,MAD,MIA
505.0,Animation,SYD,MEX
508.0,Animation,LHR,BOM
509.0,Animation,BOS,MUC
509.0,Animation,BOS,SIN
510.0,Animation,KUL,MEX
511.0,Animation,FRA,PEK
511.0,Animation,SIN,MEX
516.0,Animation,BOS,DEL
520.0,Animation,ZRH,CDG
521.0,Animation,YYZ,CAN
521.0,Animation,YYZ,SYD
522.0,Animation,EWR,SIN
524.0,Animation,MAD,ATL
524.0,Animation,MSP,AMS
525.0,Animation,NRT,AMS
526.0,Animation,LHR,MEL
530.0,Animation,ORY,ATL
530.0,Animation,DXB,DFW
530.0,Animation,LHR,MEL
531.0,Animation,PEK,PVG
532.0,Animation,DTW,IAH
532.0,Animation,MAD,LHR
532.0,Animation,IAH,FRA
533.0,Animation,MSP,SHA
535.0,Animation,DXB,PHL
536.0,Animation,MAD,SHA
538.0,Animation,DXB,GRU
541.0,Animation,FRA,IAH
541.0,Animation,CDG,MCO
542.0,Animation,MAD,KUL
543.0,Animation,BOM,SFO
544.0,Animation,AMS,AYT
548.0,Animation,BOM,ORD
548.0,Animation,PHX,MAD
550.0,Animation,FRA,ORD
551.0,Animation,EWR,SEA
551.0,Animation,HKG,AYT
552.0,Animation,EWR,BOM
557.0,Animation,SYD,TPE
557.0,Animation,SIN,BOM
557.0,Animation,ZRH,CTU
558.0,Animation,MSP,LAS
558.0,Animation,SEA,ORD
559.0,Animation,BOM,SYD
559.0,Animation,YYZ,ORY
560.0,Animation,DXB,ORD
561.0,Animation,LAX,LAS
561.0,Animation,ATL,ZRH
563.0,Animation,CDG,TPE
563.0,Animation,JFK,KUL
567.0,Animation,IAH,SEA
568.0,Animation,BOM,MCO
568.0,Animation,SEA,EWR
569.0,Animation,ORD,PHL
569.0,Animation,CLT,CTU
570.0,Animation,JFK,DFW
571.0,Animation,CDG,ZRH
571.0,Animation,YYZ,SZX
573.0,Animation,YYZ,DXB
574.0,Animation,ZRH,AMS
574.0,Animation,SYD,MSP
574.0,Animation,SFO,CLT
574.0,Animation,EWR,ORD
576.0,Animation,CDG,SZX
577.0,Animation,NRT,MEX
578.0,Animation,AMS,DEL
581.0,Animation,DTW,CAN
584.0,Animation,MCO,GRU
584.0,Animation,EWR,MSP
585.0,Animation,AMS,BOM
585.0,Animation,DXB,PHX
585.0,Animation,ZRH,LHR
587.0,Animation,CDG,CLT
587.0,Animation,MUC,DTW
589.0,Animation,MAD,SEA
589.0,Animation,DTW,DEN
589.0,Animation,ORY,CTU
591.0,Animation,CLT,FRA
592.0,Animation,DEL,CLT
592.0,Animation,BOM,DTW
594.0,Animation,DEL,ORD
595.0,Animation,DTW,GRU
595.0,Animation,PHL,FRA
595.0,Animation,YYZ,MEL
597.0,Animation,BOM,CGK
598.0,Animation,FCO,PVG
598.0,Animation,MCO,IST
600.0,Animation,MCO,PHL
600.0,Animation,EWR,SZX
601.0,Animation,BOM,CTU
601.0,Animation,LHR,MEL
604.0,Animation,MCO,DXB
605.0,Animation,PHL,CGK
606.0,Animation,CDG,SFO
606.0,Animation,DFW,MAD
609.0,Animation,MAD,CGK
611.0,Animation,CDG,MAD
611.0,Animation,ATL,LAS
611.0,Animation,CDG,MIA
613.0,Animation,ORY,ZRH
615.0,Animation,MIA,SYD
616.0,Animation,CDG,MSP
616.0,Animation,EWR,SFO
617.0,Animation,CLT,IST
618.0,Animation,CDG,DXB
620.0,Animation,CAN,CLT
621.0,Animation,CDG,DXB
621.0,Animation,BOM,SZX
621.0,Animation,TPE,MUC
622.0,Animation,DEL,ZRH
622.0,Animation,GRU,TPE
624.0,Animation,MCO,BOM
625.0,Animation,ATL,CTU
625.0,Animation,DTW,KUL
626.0,Animation,AMS,MSP
626.0,Animation,ORD,CAN
626.0,Animation,CDG,FCO
630.0,Animation,MEL,LAX
632.0,Animation,DTW,LAX
632.0,Animation,LHR,YYZ
633.0,Animation,MEX,ORY
633.0,Animation,ATL,YYZ
635.0,Animation,DFW,FCO
635.0,Animation,DXB,EWR
635.0,Animation,FCO,ATL
635.0,Animation,ORY,MEL
635.0,Animation,PEK,CAN
635.0,Animation,PHL,MCO
635.0,Animation,PHX,BOS
635.0,Animation,PVG,MSP
635.0,Animation,SEA,CGK
635.0,Animation,AYT,PVG
635.0,Animation,BOS,BOM
635.0,Animation,CAN,LAS
635.0,Animation,CGK,ORD
635.0,Animation,MAD,CGK
635.0,Animation,MCO,AYT
635.0,Animation,MEL,IST
635.0,Animation,MEX,EWR
635.0,Animation,MIA,NRT
635.0,Animation,SFO,NRT
635.0,Animation,SHA,YYZ
635.0,Animation,SIN,LAX
635.0,Animation,SYD,PVG
635.0,Animation,SZX,SYD
635.0,Animation,TPE,DEN
635.0,Animation,FCO,BOM
635.0,Animation,FRA,SFO
635.0,Animation,GRU,MAD
635.0,Animation,HKG,DXB
635.0,Animation,IAH,CAN
635.0,Animation,IST,SIN
635.0,Animation,MUC,KUL
635.0,Animation,NRT,JFK
635.0,Animation,ORD,IST
635.0,Animation,PEK,LHR
635.0,Animation,CDG,MAD
635.0,Animation,CGK,GRU
635.0,Animation,CLT,MIA
635.0,Animation,CTU,LHR
635.0,Animation,DEN,MUC
635.0,Animation,LAS,NRT
635.0,Animation,LAX,PEK
635.0,Animation,MAD,SIN
635.0,Animation,SZX,BOM
635.0,Animation,YYZ,AMS
635.0,Animation,ZRH,TPE
635.0,Animation,AMS,HKG
635.0,Animation,ATL,MCO
635.0,Animation,DTW,FCO
635.0,Animation,DXB,PEK
635.0,Animation,FRA,CLT
635.0,Animation,PHX,DTW
635.0,Animation,PVG,MAD
635.0,Animation,SEA,IST
635.0,Animation,BOM,MSP
635.0,Animation,CDG,GRU
635.0,Animation,MCO,SYD
635.0,Animation,MEL,PVG
635.0,Animation,MIA,ZRH
635.0,Animation,SFO,LHR
635.0,Animation,SHA,IAH
635.0,Animation,SIN,PHL
635.0,Animation,SYD,PVG
635.0,Animation,GRU,JFK
635.0,Animation,HKG,JFK
635.0,Animation,IST,HKG
635.0,Animation,MUC,SFO
635.0,Animation,CLT,MEL
635.0,Animation,CTU,DEN
635.0,Animation,DEN,SIN
635.0,Animation,KUL,LAS
635.0,Animation,LAS,HKG
635.0,Animation,LAX,LHR
635.0,Animation,YYZ,HKG
635.0,Animation,ZRH,MEL
635.0,Animation,AMS,LAX
636.0,Animation,ORY,CDG
637.0,Animation,LHR,PHX
637.0,Animation,PHL,IAH
638.0,Animation,MEX,BOS
638.0,Animation,ATL,DFW
640.0,Animation,ORY,LAX
640.0,Animation,LHR,TPE
640.0,Animation,TPE,AMS
640.0,Animation,DFW,GRU
640.0,Animation,FCO,EWR
640.0,Animation,PEK,AMS
640.0,Animation,CGK,DFW
640.0,Animation,MAD,HKG
640.0,Animation,TPE,ATL
640.0,Animation,FCO,IST
640.0,Animation,FRA,IST
640.0,Animation,IAH,YYZ
640.0,Animation,MSP,LHR
640.0,Animation,CDG,LAS
640.0,Animation,CGK,DFW
640.0,Animation,MAD,CTU
640.0,Animation,SZX,PHX
640.0,Animation,DEN,MEL
642.0,Animation,LHR,KUL
642.0,Animation,PHL,MCO
643.0,Animation,MSP,ATL
643.0,Animation,SEA,MCO
644.0,Animation,BOS,SYD
644.0,Animation,HKG,PHL
645.0,Animation,ORY,SFO
645.0,Animation,LHR,ATL
645.0,Animation,TPE,YYZ
646.0,Animation,FRA,LAS
649.0,Animation,FCO,LHR
650.0,Animation,IAH,MIA
650.0,Animation,TPE,CDG
651.0,Animation,DEN,CLT
651.0,Animation,ZRH,MCO
652.0,Animation,MUC,ORY
652.0,Animation,LAS,LAX
653.0,Animation,MAD,FRA
653.0,Animation,AMS,SFO
655.0,Animation,MCO,DEN
655.0,Animation,EWR,ZRH
656.0,Animation,SEA,HKG
656.0,Animation,EWR,SIN
658.0,Animation,CDG,KUL
658.0,Animation,DEN,ORY
659.0,Animation,SHA,LAS
660.0,Animation,DEL,TPE
660.0,Animation,DEL,MEX
661.0,Animation,NRT,AMS
662.0,Animation,GRU,HKG
662.0,Animation,DXB,MEL
663.0,Animation,ATL,BOM
664.0,Animation,AYT,CDG
664.0,Animation,YYZ,MAD
665.0,Animation,MCO,CGK
665.0,Animation,GRU,YYZ
665.0,Animation,AMS,KUL
665.0,Animation,LHR,AMS
666.0,Animation,CDG,KUL
666.0,Animation,AMS,SYD
669.0,Animation,ORY,SYD
669.0,Animation,MCO,DXB
669.0,Animation,IST,PHL
669.0,Animation,ZRH,MEL
670.0,Animation,LHR,SYD
671.0,Animation,SZX,MSP
671.0,Animation,DEN,EWR
673.0,Animation,DFW,ATL
673.0,Animation,NRT,FCO
673.0,Animation,PVG,LAX
674.0,Animation,HKG,MIA
674.0,Animation,SHA,MSP
675.0,Animation,DEL,LAS
675.0,Animation,NRT,CDG
675.0,Animation,SEA,MUC
676.0,Animation,ZRH,LHR
676.0,Animation,DEN,MEL
677.0,Animation,LAX,NRT
677.0,Animation,PHX,EWR
678.0,Animation,ORY,PHX
679.0,Animation,FCO,DFW
680.0,Animation,SEA,CGK
680.0,Animation,PEK,DEN
681.0,Animation,AMS,SYD
681.0,Animation,AMS,PEK
683.0,Animation,PVG,CAN
684.0,Animation,MUC,ORY
684.0,Animation,LHR,CLT
685.0,Animation,CDG,ZRH
685.0,Animation,IAH,EWR
685.0,Animation,DFW,CLT
686.0,Animation,IST,FCO
687.0,Animation,ORY,DTW
687.0,Animation,PEK,IST
689.0,Animation,MAD,DEL
689.0,Animation,DTW,SIN
690.0,Animation,IAH,FCO
690.0,Animation,FCO,MEL
690.0,Animation,GRU,IAH
691.0,Animation,ORY,YYZ
692.0,Animation,PHL,SYD
695.0,Animation,LHR,AMS
695.0,Animation,TPE,LAX
695.0,Animation,DFW,CGK
695.0,Animation,MSP,DXB
695.0,Animation,MSP,MAD
696.0,Animation,AYT,DXB
696.0,Animation,JFK,PEK
700.0,Animation,AYT,DFW
701.0,Animation,MUC,SFO
703.0,Animation,CDG,BOS
705.0,Animation,MAD,CTU
705.0,Animation,LAS,PHX
706.0,Animation,YYZ,DFW
707.0,Animation,LHR,SHA
710.0,Animation,LHR,BOM
710.0,Animation,LAS,TPE
710.0,Animation,AYT,ORD
710.0,Animation,MIA,SZX
710.0,Animation,AYT,BOM
710.0,Animation,MEX,HKG
710.0,Animation,PHL,HKG
711.0,Animation,ZRH,KUL
712.0,Animation,LHR,SHA
712.0,Animation,SIN,TPE
713.0,Animation,CTU,SIN
714.0,Animation,FRA,MEX
714.0,Animation,DTW,MIA
716.0,Animation,SIN,BOM
716.0,Animation,IAH,IST
718.0,Animation,ORD,DFW
720.0,Animation,IST,MAD
721.0,Animation,MUC,BOS
722.0,Animation,HKG,FCO
723.0,Animation,PEK,SIN
724.0,Animation,ORY,PEK
724.0,Animation,ORY,DFW
725.0,Animation,SHA,MEX
725.0,Animation,LHR,KUL
729.0,Animation,FRA,DXB
730.0,Animation,SHA,LAS
731.0,Animation,MUC,NRT
731.0,Animation,LHR,MUC
731.0,Animation,SYD,MIA
732.0,Animation,IST,CGK
735.0,Animation,CDG,PHX
735.0,Animation,SEA,ORD
736.0,Animation,TPE,DEL
737.0,Animation,MEX,IST
739.0,Animation,AYT,DFW
739.0,Animation,IAH,ORD
740.0,Animation,CAN,FRA
742.0,Animation,EWR,NRT
743.0,Animation,LAX,GRU
744.0,Animation,MCO,CLT
745.0,Animation,LHR,NRT
745.0,Animation,ORY,PEK
745.0,Animation,LHR,HKG
746.0,Animation,CTU,DFW
748.0,Animation,LAS,NRT
748.0,Animation,CDG,DEN
749.0,Animation,PHX,CTU
750.0,Animation,LHR,MCO
750.0,Animation,CDG,NRT
750.0,Animation,MAD,JFK
751.0,Animation,GRU,CTU
752.0,Animation,CTU,PHL
753.0,Animation,SHA,PHX
753.0,Animation,FCO,ZRH
753.0,Animation,FRA,BOM
755.0,Animation,PEK,MUC
755.0,Animation,AMS,PEK
756.0,Animation,ORY,AYT
756.0,Animation,TPE,SFO
756.0,Animation,SHA,FCO
756.0,Animation,SEA,JFK
756.0,Animation,LAX,MEX
757.0,Animation,CLT,ATL
757.0,Animation,FCO,CGK
758.0,Animation,ATL,PEK
760.0,Animation,MSP,MUC
761.0,Animation,AYT,MEL
761.0,Animation,SEA,PHX
762.0,Animation,CDG,IAH
762.0,Animation,PHL,JFK
764.0,Animation,MSP,SZX
765.0,Animation,BOS,PEK
765.0,Animation,ORY,TPE
766.0,Animation,MCO,ORY
766.0,Animation,PVG,YYZ
766.0,Animation,CLT,MUC
767.0,Animation,CDG,SZX
768.0,Animation,NRT,FCO
768.0,Animation,FCO,SIN
769.0,Animation,FCO,CLT
769.0,Animation,LAS,ORD
771.0,Animation,ORY,SYD
771.0,Animation,ORY,PVG
772.0,Animation,CDG,ATL
772.0,Animation,TPE,LAS
773.0,Animation,MAD,BOM
773.0,Animation,MIA,SEA
774.0,Animation,AMS,AYT
774.0,Animation,HKG,SZX
774.0,Animation,FRA,IST
775.0,Animation,AYT,LHR
776.0,Animation,DEN,GRU
776.0,Animation,LAS,LHR
776.0,Animation,PHX,MAD
776.0,Animation,SHA,BOM
777.0,Animation,LHR,SEA
777.0,Animation,ZRH,AMS
780.0,Animation,DEN,LAS
780.0,Animation,YYZ,AMS
781.0,Animation,GRU,FCO
781.0,Animation,SHA,MCO
782.0,Animation,FCO,DEN
783.0,Animation,TPE,FCO
783.0,Animation,FRA,DEN
783.0,Animation,MIA,BOS
783.0,Animation,ZRH,LAX
784.0,Animation,FRA,PHL
784.0,Animation,DFW,CDG
785.0,Animation,TPE,BOS
786.0,Animation,SFO,PEK
786.0,Animation,AMS,DFW
788.0,Animation,GRU,AYT
788.0,Animation,CTU,SHA
789.0,Animation,DFW,NRT
790.0,Animation,NRT,KUL
790.0,Animation,FCO,SHA
790.0,Animation,SHA,IAH
791.0,Animation,MCO,GRU
792.0,Animation,MUC,AMS
792.0,Animation,NRT,MEL
792.0,Animation,MAD,GRU
793.0,Animation,CDG,SFO
793.0,Animation,LHR,FCO
794.0,Animation,IAH,CAN
795.0,Animation,MIA,DEL
795.0,Animation,IST,MEX
795.0,Animation,AYT,CGK
796.0,Animation,KUL,DTW
796.0,Animation,LHR,KUL
796.0,Animation,ORY,NRT
797.0,Animation,CLT,GRU
797.0,Animation,MCO,MEL
798.0,Animation,PHX,SZX
800.0,Animation,MIA,CGK
800.0,Animation,GRU,SFO
800.0,Animation,IST,AYT
802.0,Animation,HKG,FCO
802.0,Animation,FRA,BOS
802.0,Animation,MEL,DFW
803.0,Animation,SHA,LHR
804.0,Animation,MCO,SIN
805.0,Animation,TPE,AMS
806.0,Animation,FCO,MCO
807.0,Animation,CLT,DEL
808.0,Animation,ATL,AYT
809.0,Animation,DEL,PHL
812.0,Animation,SFO,SZX
813.0,Animation,SFO,MEX
813.0,Animation,ORD,TPE
815.0,Animation,LHR,EWR
817.0,Animation,LAX,FCO
818.0,Animation,FRA,DFW
819.0,Animation,DTW,CLT
819.0,Animation,ATL,CAN
821.0,Animation,MIA,PHX
823.0,Animation,JFK,ORY
823.0,Animation,ORD,LAS
824.0,Animation,SIN,KUL
824.0,Animation,SIN,MUC
825.0,Animation,IST,MAD
826.0,Animation,IAH,MUC
826.0,Animation,SEA,AMS
826.0,Animation,CDG,CAN
827.0,Animation,MEX,SFO
828.0,Animation,CLT,PHL
829.0,Animation,SIN,DTW
829.0,Animation,AMS,LAX
831.0,Animation,SEA,CLT
831.0,Animation,KUL,PHX
831.0,Animation,SHA,DEL
832.0,Animation,CTU,SEA
832.0,Animation,SHA,YYZ
832.0,Animation,CAN,CDG
832.0,Animation,CAN,DEN
835.0,Animation,ZRH,SYD
836.0,Animation,PVG,LAX
836.0,Animation,PEK,ORD
836.0,Animation,IST,AYT
837.0,Animation,PVG,CTU
837.0,Animation,JFK,MEX
838.0,Animation,LAS,HKG
841.0,Animation,PEK,SEA
841.0,Animation,SZX,NRT
843.0,Animation,SFO,CDG
843.0,Animation,SEA,CAN
844.0,Animation,FCO,DEL
846.0,Animation,SZX,DFW
846.0,Animation,ORY,CAN
846.0,Animation,AMS,BOM
847.0,Animation,SEA,SZX
847.0,Animation,FCO,YYZ
847.0,Animation,ATL,BOS
848.0,Animation,GRU,ORD
849.0,Animation,YYZ,SFO
850.0,Animation,CAN,AYT
851.0,Animation,PHX,SFO
851.0,Animation,CTU,PEK
851.0,Animation,IAH,CAN
852.0,Animation,FCO,DEN
852.0,Animation,PVG,IAH
854.0,Animation,MCO,PHL
855.0,Animation,CLT,DTW
857.0,Animation,PEK,EWR
857.0,Animation,ORY,PVG
858.0,Animation,GRU,EWR
858.0,Animation,LAS,JFK
859.0,Animation,SHA,DTW
859.0,Animation,TPE,LHR
859.0,Animation,DEN,MEL
859.0,Animation,AMS,PHL
859.0,Animation,ZRH,CDG
859.0,Animation,NRT,CLT
860.0,Animation,SIN,EWR
860.0,Animation,MAD,YYZ
861.0,Animation,FRA,MCO
861.0,Animation,CLT,PHX
862.0,Animation,LAS,PHX
862.0,Animation,MUC,ATL
863.0,Animation,SYD,NRT
865.0,Animation,MAD,PHL
865.0,Animation,DXB,IST
865.0,Animation,NRT,DEL
865.0,Animation,ZRH,MEL
867.0,Animation,CLT,SZX
868.0,Animation,PVG,PHL
868.0,Animation,AYT,AMS
869.0,Animation,CGK,MUC
871.0,Animation,MSP,FRA
872.0,Animation,YYZ,FRA
872.0,Animation,DFW,ORY
873.0,Animation,BOS,MSP
873.0,Animation,LAS,EWR
874.0,Animation,CAN,MEX
874.0,Animation,SHA,DXB
874.0,Animation,ATL,AMS
875.0,Animation,PHX,PVG
878.0,Animation,TPE,JFK
878.0,Animation,NRT,MIA
878.0,Animation,SHA,NRT
879.0,Animation,SFO,MEX
880.0,Animation,SFO,ORD
880.0,Animation,LAS,DEN
881.0,Animation,LAX,ORD
883.0,Animation,NRT,EWR
883.0,Animation,TPE,SZX
883.0,Animation,TPE,MUC
883.0,Animation,PHL,DEN
883.0,Animation,AMS,ORD
884.0,Animation,NRT,ORY
884.0,Animation,YYZ,MAD
884.0,Animation,CDG,SIN
885.0,Animation,IAH,SHA
885.0,Animation,SHA,AMS
886.0,Animation,MSP,BOM
887.0,Animation,SEA,IST
888.0,Animation,TPE,NRT
888.0,Animation,NRT,MEX
888.0,Animation,DTW,PEK
890.0,Animation,LHR,MIA
891.0,Animation,ZRH,YYZ
891.0,Animation,DEN,SFO
895.0,Animation,AYT,MEX
896.0,Animation,CDG,FCO
897.0,Animation,DFW,SYD
897.0,Animation,HKG,LAS
897.0,Animation,BOM,SHA
898.0,Animation,SHA,SYD
898.0,Animation,AMS,DEL
898.0,Animation,JFK,ZRH
898.0,Animation,CLT,MCO
898.0,Animation,AYT,LAS
899.0,Animation,PHX,AYT
900.0,Animation,EWR,PHL
901.0,Animation,SHA,SFO
901.0,Animation,CAN,TPE
902.0,Animation,PVG,EWR
902.0,Animation,SEA,DEN
903.0,Animation,CTU,LHR
903.0,Animation,AMS,LAX
904.0,Animation,DEN,MSP
904.0,Animation,EWR,JFK
905.0,Animation,CAN,EWR
906.0,Animation,DFW,IAH
906.0,Animation,MIA,PHX
906.0,Animation,ORD,PHL
907.0,Animation,ORY,NRT
907.0,Animation,FRA,TPE
907.0,Animation,GRU,PVG
908.0,Animation,DXB,DEL
908.0,Animation,NRT,LHR
908.0,Animation,MUC,SHA
908.0,Animation,EWR,SHA
909.0,Animation,KUL,MSP
910.0,Animation,LAS,DFW
911.0,Animation,DTW,CTU
911.0,Animation,SFO,FRA
911.0,Animation,CGK,ATL
911.0,Animation,CDG,PHL
912.0,Animation,PVG,MEL
913.0,Animation,ORY,EWR
913.0,Animation,YYZ,MUC
913.0,Animation,MUC,DTW
915.0,Animation,LAS,CGK
916.0,Animation,DXB,ATL
917.0,Animation,EWR,MIA
918.0,Animation,SZX,AYT
918.0,Animation,AMS,CAN
918.0,Animation,AYT,TPE
919.0,Animation,CDG,PHL
920.0,Animation,LAX,MEL
920.0,Animation,LAX,PEK
921.0,Animation,ORY,IST
922.0,Animation,SEA,SHA
923.0,Animation,ZRH,PEK
925.0,Animation,LAX,CLT
926.0,Animation,NRT,ZRH
927.0,Animation,PHX,CDG
928.0,Animation,CTU,MEX
929.0,Animation,CLT,MSP
929.0,Animation,LAX,LAS
929.0,Animation,DEN,SFO
931.0,Animation,YYZ,PHL
932.0,Animation,TPE,SIN
934.0,Animation,SFO,DTW
934.0,Animation,DXB,FRA
934.0,Animation,AYT,EWR
935.0,Animation,DTW,MCO
935.0,Animation,PHL,KUL
935.0,Animation,FCO,CTU
935.0,Animation,EWR,ATL
936.0,Animation,DTW,IAH
938.0,Animation,ORD,GRU
939.0,Animation,NRT,TPE
939.0,Animation,CTU,FCO
939.0,Animation,ZRH,CGK
939.0,Animation,CLT,TPE
940.0,Animation,CTU,AYT
941.0,Animation,PHX,BOS
942.0,Animation,MCO,LHR
943.0,Animation,TPE,DEL
943.0,Animation,MAD,DTW
943.0,Animation,PHL,AYT
945.0,Animation,CTU,AMS
