clock,xxx,src,dest
1524.0,Animation,CDG,KUL
1525.0,Animation,CTU,NRT
1526.0,Animation,HKG,LAS
1526.0,Animation,MEL,SIN
1528.0,Animation,TPE,NRT
1528.0,Animation,IAH,LAX
1529.0,Animation,DXB,CTU
1529.0,Animation,CGK,SYD
1529.0,Animation,FCO,FRA
1530.0,Animation,MEL,MIA
1530.0,Animation,AYT,YYZ
1531.0,Animation,MEL,IAH
1531.0,Animation,MUC,CTU
1531.0,Animation,NRT,MCO
1532.0,Animation,DFW,CAN
1532.0,Animation,PEK,MEL
1533.0,Animation,SYD,MUC
1533.0,Animation,SIN,CAN
1533.0,Animation,LAS,MIA
1534.0,Animation,FCO,SHA
1534.0,Animation,AMS,PEK
1535.0,Animation,KUL,AYT
1536.0,Animation,NRT,MEX
1536.0,Animation,MAD,ORD
1537.0,Animation,PEK,TPE
1537.0,Animation,FCO,CAN
1538.0,Animation,SFO,CDG
1538.0,Animation,CDG,EWR
1539.0,Animation,SIN,NRT
1540.0,Animation,CLT,PVG
1541.0,Animation,PHX,AYT
1542.0,Animation,AYT,MIA
1544.0,Animation,CGK,DFW
1544.0,Animation,FCO,CDG
1545.0,Animation,DEN,LAS
1547.0,Animation,FCO,CDG
1548.0,Animation,GRU,MEL
1548.0,Animation,TPE,AYT
1548.0,Animation,PEK,MUC
1548.0,Animation,SFO,DEL
1548.0,Animation,SFO,DEL
1551.0,Animation,LHR,DEN
1551.0,Animation,SEA,IAH
1553.0,Animation,NRT,DTW
1553.0,Animation,AMS,PHL
1554.0,Animation,CGK,LHR
1555.0,Animation,SIN,MUC
1555.0,Animation,DTW,MUC
1555.0,Animation,CGK,AYT
1556.0,Animation,CAN,SEA
1556.0,Animation,MEX,ORY
1556.0,Animation,PHL,YYZ
1557.0,Animation,IAH,DEL
1557.0,Animation,CTU,TPE
1558.0,Animation,SFO,DTW
1558.0,Animation,AMS,CAN
1559.0,Animation,CGK,DFW
1559.0,Animation,YYZ,MSP
1559.0,Animation,PEK,DEN
1560.0,Animation,DXB,FCO
1561.0,Animation,BOM,MEX
1561.0,Animation,FCO,FRA
1562.0,Animation,MEL,MUC
1562.0,Animation,CDG,IAH
1563.0,Animation,PVG,HKG
1565.0,Animation,CAN,YYZ
1565.0,Animation,MSP,ORY
1566.0,Animation,NRT,FCO
1567.0,Animation,MEX,SIN
1568.0,Animation,AYT,ZRH
1570.0,Animation,DXB,CGK
1573.0,Animation,SHA,PVG
1574.0,Animation,SZX,FCO
1574.0,Animation,AMS,CLT
1574.0,Animation,TPE,FRA
1574.0,Animation,NRT,JFK
1575.0,Animation,CTU,CAN
1575.0,Animation,AYT,CTU
1576.0,Animation,FCO,BOM
1579.0,Animation,MUC,NRT
1579.0,Animation,PEK,NRT
1579.0,Animation,CLT,TPE
1580.0,Animation,DEL,IST
1581.0,Animation,MSP,PHX
1581.0,Animation,HKG,ZRH
1582.0,Animation,HKG,DTW
1583.0,Animation,CAN,AYT
1583.0,Animation,CGK,SYD
1583.0,Animation,MUC,MAD
1583.0,Animation,LAX,MUC
1584.0,Animation,SFO,CTU
1585.0,Animation,PHX,ATL
1586.0,Animation,FCO,SYD
1587.0,Animation,IST,AYT
1587.0,Animation,PEK,HKG
1588.0,Animation,SHA,DEL
1589.0,Animation,PHX,KUL
1590.0,Animation,PEK,SYD
1590.0,Animation,MEX,DFW
1591.0,Animation,AYT,CLT
1592.0,Animation,LAX,BOS
1593.0,Animation,JFK,AMS
1594.0,Animation,DEN,SZX
1594.0,Animation,DXB,SFO
1595.0,Animation,GRU,FRA
1596.0,Animation,MEL,YYZ
1596.0,Animation,LAS,LAX
1596.0,Animation,EWR,MUC
1596.0,Animation,MEX,TPE
1597.0,Animation,MSP,DTW
1597.0,Animation,LAX,PHL
1597.0,Animation,CDG,DTW
1598.0,Animation,ATL,AMS
1599.0,Animation,FCO,ORY
1599.0,Animation,LHR,BOS
1599.0,Animation,MUC,MEL
1600.0,Animation,SEA,MUC
1602.0,Animation,DEL,SYD
1602.0,Animation,MCO,TPE
1604.0,Animation,IST,ORY
1605.0,Animation,JFK,DXB
1605.0,Animation,BOS,LHR
1606.0,Animation,KUL,CAN
1608.0,Animation,CDG,DXB
1608.0,Animation,PHL,IAH
1609.0,Animation,BOS,SYD
1609.0,Animation,DEN,SEA
1610.0,Animation,CDG,EWR
1611.0,Animation,YYZ,SEA
1612.0,Animation,JFK,BOS
1612.0,Animation,BOS,AYT
1614.0,Animation,AYT,IAH
1614.0,Animation,FRA,KUL
1615.0,Animation,ORY,MEL
1616.0,Animation,ORD,YYZ
1617.0,Animation,SHA,MSP
1618.0,Animation,SIN,EWR
1620.0,Animation,FRA,CAN
1620.0,Animation,PVG,DXB
1620.0,Animation,EWR,DEN
1622.0,Animation,CLT,TPE
1623.0,Animation,KUL,AMS
1623.0,Animation,PHL,MIA
1624.0,Animation,CGK,SIN
1624.0,Animation,SHA,MIA
1625.0,Animation,FRA,YYZ
1625.0,Animation,CAN,SFO
1625.0,Animation,EWR,CGK
1626.0,Animation,PHL,CAN
1626.0,Animation,DEL,MIA
1626.0,Animation,LHR,LAX
1629.0,Animation,SFO,DEN
1629.0,Animation,PEK,DTW
1630.0,Animation,CAN,BOM
1630.0,Animation,TPE,NRT
1630.0,Animation,IST,MEX
1631.0,Animation,LAS,ORY
1631.0,Animation,CGK,IAH
1631.0,Animation,SZX,DFW
1633.0,Animation,YYZ,PHX
1633.0,Animation,LAX,BOM
1633.0,Animation,SHA,KUL
1633.0,Animation,CLT,DFW
1634.0,Animation,LAS,CDG
1634.0,Animation,PEK,ORD
1634.0,Animation,ORY,PVG
1638.0,Animation,SHA,MUC
1638.0,Animation,CAN,SYD
1638.0,Animation,CAN,LAX
1638.0,Animation,PHX,MIA
1639.0,Animation,IST,KUL
1641.0,Animation,PVG,MSP
1642.0,Animation,MEL,MEX
1643.0,Animation,ORD,CDG
1644.0,Animation,MSP,AYT
1644.0,Animation,NRT,CDG
1644.0,Animation,GRU,EWR
1644.0,Animation,ORY,PHX
1644.0,Animation,FRA,MCO
1647.0,Animation,LHR,MEX
1647.0,Animation,LAS,TPE
1649.0,Animation,SFO,BOM
1649.0,Animation,MUC,MEL
1651.0,Animation,AMS,CLT
1651.0,Animation,CDG,ORD
1651.0,Animation,ORY,BOM
1652.0,Animation,SYD,CTU
1654.0,Animation,CDG,LHR
1654.0,Animation,FCO,KUL
1656.0,Animation,ATL,CGK
1657.0,Animation,PHL,SHA
1658.0,Animation,BOM,DEL
1658.0,Animation,SZX,SYD
1658.0,Animation,AYT,KUL
1658.0,Animation,MIA,LAS
1659.0,Animation,YYZ,MUC
1660.0,Animation,NRT,ATL
1661.0,Animation,MCO,LAX
1661.0,Animation,FRA,PVG
1662.0,Animation,MEX,NRT
1665.0,Animation,SIN,DTW
1665.0,Animation,ZRH,CLT
1665.0,Animation,BOM,LHR
1669.0,Animation,MUC,FRA
1669.0,Animation,IAH,BOM
1671.0,Animation,LHR,HKG
1672.0,Animation,BOM,LAX
1674.0,Animation,SYD,IAH
1675.0,Animation,SEA,ORY
1675.0,Animation,ORY,BOM
1675.0,Animation,LHR,NRT
1679.0,Animation,MEL,TPE
1680.0,Animation,SYD,FRA
1680.0,Animation,LAS,CAN
1681.0,Animation,MEL,HKG
1681.0,Animation,PHL,LHR
1683.0,Animation,FRA,CGK
1683.0,Animation,MCO,MSP
1685.0,Animation,AYT,DXB
1686.0,Animation,LAS,AMS
1686.0,Animation,CDG,DXB
1687.0,Animation,CAN,DFW
1687.0,Animation,MEX,SYD
1687.0,Animation,LAS,SEA
1687.0,Animation,LAX,BOS
1689.0,Animation,CDG,CTU
1690.0,Animation,PHL,JFK
1690.0,Animation,ORD,CTU
1691.0,Animation,LAX,EWR
1691.0,Animation,HKG,FRA
1691.0,Animation,PEK,ZRH
1691.0,Animation,MAD,KUL
1693.0,Animation,EWR,DXB
1693.0,Animation,LHR,CGK
1693.0,Animation,FRA,YYZ
1694.0,Animation,CGK,SIN
1696.0,Animation,IAH,SIN
1697.0,Animation,MIA,BOS
1698.0,Animation,DFW,DEL
1698.0,Animation,MUC,CGK
1698.0,Animation,BOS,CTU
1699.0,Animation,MEX,CGK
1699.0,Animation,FRA,AYT
1699.0,Animation,MSP,SIN
1700.0,Animation,YYZ,DXB
1700.0,Animation,CLT,CAN
1700.0,Animation,MSP,LAS
1701.0,Animation,PEK,TPE
1701.0,Animation,MEX,MSP
1701.0,Animation,SFO,TPE
1702.0,Animation,LAS,PEK
1702.0,Animation,SEA,CDG
1702.0,Animation,SZX,LAX
1703.0,Animation,SIN,MAD
1705.0,Animation,TPE,SFO
1705.0,Animation,PVG,IST
1706.0,Animation,SIN,LHR
1706.0,Animation,BOS,ORD
1706.0,Animation,BOM,LAX
1708.0,Animation,EWR,BOS
1709.0,Animation,LHR,PHL
1710.0,Animation,PHL,NRT
1710.0,Animation,AYT,DFW
1711.0,Animation,NRT,GRU
1712.0,Animation,HKG,DXB
1712.0,Animation,IAH,ORD
1713.0,Animation,DEN,PEK
1715.0,Animation,HKG,SYD
1716.0,Animation,GRU,LHR
1717.0,Animation,SYD,DEL
1718.0,Animation,DEN,SHA
1718.0,Animation,AMS,FRA
1718.0,Animation,TPE,MEX
1719.0,Animation,AMS,ATL
1719.0,Animation,MIA,SFO
1721.0,Animation,MEX,MAD
1721.0,Animation,EWR,JFK
1721.0,Animation,DTW,AYT
1722.0,Animation,MSP,SIN
1723.0,Animation,MUC,PHL
1723.0,Animation,TPE,YYZ
1724.0,Animation,CAN,PEK
1726.0,Animation,MEX,LAS
1727.0,Animation,LHR,GRU
1728.0,Animation,IST,SIN
1728.0,Animation,SEA,ORY
1729.0,Animation,TPE,DEN
1729.0,Animation,JFK,PVG
1730.0,Animation,DTW,ORD
1730.0,Animation,ZRH,CLT
1730.0,Animation,ZRH,CGK
1730.0,Animation,YYZ,PVG
1731.0,Animation,DEN,JFK
1733.0,Animation,FRA,CGK
1733.0,Animation,CDG,IST
1733.0,Animation,PEK,MEX
1734.0,Animation,LAS,EWR
1735.0,Animation,FRA,SHA
1737.0,Animation,FCO,NRT
1738.0,Animation,SIN,IAH
1739.0,Animation,CGK,AYT
1742.0,Animation,LHR,DFW
1744.0,Animation,MEX,FRA
1745.0,Animation,CAN,BOM
1746.0,Animation,AMS,GRU
1746.0,Animation,NRT,DEL
1746.0,Animation,NRT,DFW
1748.0,Animation,SEA,MEX
1748.0,Animation,TPE,ZRH
1749.0,Animation,GRU,CAN
1749.0,Animation,SIN,TPE
1750.0,Animation,DEL,PHX
1751.0,Animation,CLT,BOM
1751.0,Animation,FCO,SFO
1751.0,Animation,MAD,TPE
1752.0,Animation,ATL,AYT
1754.0,Animation,PEK,MUC
1754.0,Animation,FRA,IST
1755.0,Animation,MIA,IAH
1755.0,Animation,DEL,CLT
1756.0,Animation,MEX,DTW
1757.0,Animation,TPE,GRU
1757.0,Animation,SYD,DEN
1757.0,Animation,MCO,MEL
1757.0,Animation,LHR,SYD
1758.0,Animation,AYT,SIN
1761.0,Animation,DFW,ZRH
1762.0,Animation,PVG,SYD
1764.0,Animation,DTW,SFO
1765.0,Animation,JFK,PHL
1770.0,Animation,HKG,MSP
1771.0,Animation,PHL,TPE
1772.0,Animation,IAH,SIN
1773.0,Animation,SEA,TPE
1773.0,Animation,SHA,LAX
1775.0,Animation,GRU,CGK
1780.0,Animation,MEL,DXB
1780.0,Animation,CAN,DFW
1782.0,Animation,IST,SYD
1784.0,Animation,MEL,DFW
1784.0,Animation,NRT,SFO
1784.0,Animation,TPE,AYT
1784.0,Animation,MAD,CLT
1784.0,Animation,CGK,CLT
1785.0,Animation,PHL,CTU
1785.0,Animation,EWR,MCO
1785.0,Animation,CGK,EWR
1785.0,Animation,ZRH,SIN
1786.0,Animation,LAS,JFK
1786.0,Animation,NRT,CGK
1787.0,Animation,AMS,CLT
1788.0,Animation,LAS,CGK
1788.0,Animation,JFK,MAD
1789.0,Animation,DEN,MEL
1789.0,Animation,ORD,DFW
1789.0,Animation,SZX,DXB
1789.0,Animation,SEA,TPE
1790.0,Animation,IST,MIA
1790.0,Animation,PHX,MEX
1791.0,Animation,LHR,AYT
1792.0,Animation,HKG,DXB
1794.0,Animation,NRT,SZX
1795.0,Animation,MAD,CGK
1795.0,Animation,BOS,MAD
1797.0,Animation,ORY,PHX
1798.0,Animation,GRU,AMS
1799.0,Animation,CAN,CTU
1799.0,Animation,SIN,NRT
1799.0,Animation,HKG,CLT
1799.0,Animation,SEA,EWR
1801.0,Animation,DEL,SFO
1802.0,Animation,MIA,HKG
1803.0,Animation,GRU,ORY
1803.0,Animation,DEN,SFO
1803.0,Animation,DFW,LAX
1805.0,Animation,MEL,PHX
1807.0,Animation,SHA,BOS
1807.0,Animation,SHA,EWR
1808.0,Animation,KUL,JFK
1808.0,Animation,FRA,AYT
1809.0,Animation,DEL,CLT
1809.0,Animation,CAN,AMS
1812.0,Animation,SHA,MUC
1813.0,Animation,CGK,LAS
1813.0,Animation,AYT,DTW
1814.0,Animation,MUC,DEN
1817.0,Animation,SIN,SEA
1817.0,Animation,CLT,ORY
1818.0,Animation,ZRH,KUL
1820.0,Animation,DFW,SEA
1821.0,Animation,MEL,PHL
1821.0,Animation,ORD,DEL
1822.0,Animation,MAD,BOM
1822.0,Animation,IAH,MAD
1825.0,Animation,JFK,GRU
1827.0,Animation,DFW,MUC
1827.0,Animation,ORY,SZX
1827.0,Animation,IAH,CDG
1828.0,Animation,SFO,HKG
1828.0,Animation,ORD,MUC
1829.0,Animation,KUL,SFO
1829.0,Animation,ATL,MUC
1830.0,Animation,NRT,ATL
1831.0,Animation,DEN,TPE
1832.0,Animation,MEL,MSP
1832.0,Animation,BOM,ORY
1835.0,Animation,PVG,DTW
1838.0,Animation,CGK,LAX
1838.0,Animation,TPE,EWR
1839.0,Animation,ATL,LHR
1839.0,Animation,MCO,SZX
1840.0,Animation,FRA,LHR
1840.0,Animation,PHL,AMS
1841.0,Animation,DFW,PHX
1843.0,Animation,LHR,SEA
1843.0,Animation,MIA,JFK
1844.0,Animation,ORD,SHA
1844.0,Animation,SFO,AYT
1844.0,Animation,LAX,PHX
1846.0,Animation,FRA,ATL
1848.0,Animation,MEL,ZRH
1849.0,Animation,NRT,GRU
1850.0,Animation,SHA,CTU
1850.0,Animation,SEA,ORY
1851.0,Animation,CLT,EWR
1852.0,Animation,SYD,DEN
1853.0,Animation,NRT,GRU
1853.0,Animation,CGK,SZX
1854.0,Animation,CAN,TPE
1854.0,Animation,SEA,SYD
1854.0,Animation,CAN,MIA
1855.0,Animation,MEX,NRT
1855.0,Animation,MEL,HKG
1855.0,Animation,LAS,MEX
1855.0,Animation,CTU,YYZ
1856.0,Animation,PVG,SZX
1857.0,Animation,MIA,GRU
1858.0,Animation,MEL,MAD
1858.0,Animation,IAH,DEL
1860.0,Animation,DTW,CTU
1860.0,Animation,MEL,DEL
1860.0,Animation,PVG,IAH
1863.0,Animation,FCO,MIA
1864.0,Animation,YYZ,CAN
1865.0,Animation,IST,EWR
1865.0,Animation,CDG,PEK
1865.0,Animation,DFW,GRU
1866.0,Animation,MSP,IST
1866.0,Animation,DEN,GRU
1866.0,Animation,ORD,DFW
1867.0,Animation,CDG,MUC
1868.0,Animation,DFW,PVG
1869.0,Animation,EWR,FRA
1869.0,Animation,CAN,ZRH
1872.0,Animation,MCO,ATL
1872.0,Animation,LAX,FCO
1874.0,Animation,SZX,CDG
1875.0,Animation,PHX,KUL
1875.0,Animation,DFW,DTW
1876.0,Animation,GRU,YYZ
1877.0,Animation,SYD,LAS
1878.0,Animation,SYD,MSP
1878.0,Animation,DTW,SEA
1881.0,Animation,AYT,NRT
1881.0,Animation,CGK,MEL
1881.0,Animation,ORD,MIA
1882.0,Animation,MEL,PHX
1883.0,Animation,SYD,ZRH
1884.0,Animation,LHR,FCO
1886.0,Animation,MEL,JFK
1887.0,Animation,LHR,MAD
1887.0,Animation,CDG,CLT
1887.0,Animation,TPE,BOS
1888.0,Animation,PHX,LAS
1888.0,Animation,PHX,DTW
1889.0,Animation,ORY,SFO
1889.0,Animation,PVG,BOM
1895.0,Animation,TPE,CTU
1896.0,Animation,CGK,JFK
1896.0,Animation,SFO,ATL
1896.0,Animation,MSP,DEL
1898.0,Animation,PHX,MEL
1899.0,Animation,LAS,ZRH
1899.0,Animation,SFO,SIN
1899.0,Animation,PHL,MEX
1900.0,Animation,MEL,HKG
1900.0,Animation,NRT,CLT
1901.0,Animation,AMS,GRU
1901.0,Animation,MAD,SFO
1902.0,Animation,SYD,KUL
1903.0,Animation,LAS,ZRH
1904.0,Animation,PHL,DEL
1904.0,Animation,BOS,ATL
1906.0,Animation,GRU,IST
1906.0,Animation,LHR,AYT
1907.0,Animation,PHX,MCO
1908.0,Animation,SEA,DXB
1910.0,Animation,PHX,SHA
1911.0,Animation,LAS,ATL
1912.0,Animation,MEX,GRU
1912.0,Animation,TPE,AYT
1914.0,Animation,HKG,DTW
1915.0,Animation,DTW,ORD
1915.0,Animation,DTW,MCO
1916.0,Animation,MIA,LAX
1916.0,Animation,ORD,SEA
1917.0,Animation,SYD,SEA
1917.0,Animation,JFK,MUC
1918.0,Animation,PEK,DXB
1919.0,Animation,FRA,GRU
1921.0,Animation,MIA,CTU
1922.0,Animation,ORD,MEX
1923.0,Animation,CGK,SFO
1923.0,Animation,CTU,HKG
1924.0,Animation,FCO,SZX
1925.0,Animation,AYT,CDG
1926.0,Animation,MIA,BOM
1927.0,Animation,SYD,MAD
1927.0,Animation,YYZ,CAN
1928.0,Animation,FCO,CDG
1928.0,Animation,TPE,CTU
1928.0,Animation,MSP,HKG
1929.0,Animation,EWR,LAS
1929.0,Animation,IAH,IST
1930.0,Animation,DXB,ORY
1931.0,Animation,LAX,PEK
1932.0,Animation,SYD,SHA
1932.0,Animation,AYT,PHL
1933.0,Animation,SYD,JFK
1933.0,Animation,PHL,DTW
1937.0,Animation,PHL,CTU
1937.0,Animation,NRT,IAH
1937.0,Animation,DXB,FCO
1939.0,Animation,ORD,PEK
1939.0,Animation,CLT,FRA
1939.0,Animation,LHR,FCO
1940.0,Animation,DFW,KUL
1940.0,Animation,CAN,ATL
1940.0,Animation,DXB,MCO
1941.0,Animation,FCO,MCO
1943.0,Animation,DFW,MEL
1944.0,Animation,ORY,BOM
1944.0,Animation,ZRH,HKG
1947.0,Animation,DEL,GRU
1947.0,Animation,IST,GRU
1948.0,Animation,CAN,CGK
1948.0,Animation,MEL,MIA
1949.0,Animation,IAH,DXB
1949.0,Animation,EWR,SFO
1949.0,Animation,CTU,GRU
1950.0,Animation,LHR,MEX
1951.0,Animation,ORY,IAH
1951.0,Animation,DEL,DXB
1952.0,Animation,LHR,EWR
1952.0,Animation,IST,CDG
1953.0,Animation,PHX,DEN
1953.0,Animation,CDG,LHR
1954.0,Animation,MEX,MIA
1954.0,Animation,MCO,DXB
1955.0,Animation,AYT,LHR
1958.0,Animation,LAS,PEK
1959.0,Animation,IAH,JFK
1959.0,Animation,FRA,AMS
1959.0,Animation,IST,PHL
1961.0,Animation,MEL,CGK
1962.0,Animation,DXB,GRU
1963.0,Animation,HKG,MCO
1964.0,Animation,ZRH,NRT
1964.0,Animation,MSP,FCO
1965.0,Animation,DEL,ORY
1966.0,Animation,CGK,IAH
1967.0,Animation,EWR,JFK
1968.0,Animation,LAS,CGK
1969.0,Animation,ZRH,AMS
1969.0,Animation,ORY,ORD
1970.0,Animation,HKG,CAN
1974.0,Animation,MEX,PHX
1974.0,Animation,EWR,LAS
1976.0,Animation,PVG,DEN
1976.0,Animation,BOS,CTU
1976.0,Animation,LAX,BOS
1977.0,Animation,SFO,SIN
1977.0,Animation,TPE,CLT
1978.0,Animation,ORD,AYT
1979.0,Animation,MCO,LHR
1979.0,Animation,NRT,MEX
1979.0,Animation,JFK,MIA
1979.0,Animation,MUC,EWR
1980.0,Animation,CDG,DTW
1980.0,Animation,NRT,CAN
1981.0,Animation,LAS,MEL
1982.0,Animation,JFK,MEX
1982.0,Animation,IST,ATL
1982.0,Animation,SYD,CTU
1982.0,Animation,ATL,CAN
1983.0,Animation,FRA,CGK
1983.0,Animation,EWR,ORD
1983.0,Animation,PHL,MIA
1983.0,Animation,PHX,MUC
1983.0,Animation,EWR,MCO
1985.0,Animation,BOM,IST
1987.0,Animation,CGK,CDG
1987.0,Animation,LAS,JFK
1991.0,Animation,SZX,ATL
1991.0,Animation,SHA,DEN
1991.0,Animation,MSP,CTU
1992.0,Animation,LHR,KUL
1994.0,Animation,AMS,JFK
1994.0,Animation,HKG,CDG
1995.0,Animation,MSP,SFO
1996.0,Animation,SHA,NRT
1996.0,Animation,MEX,DFW
1997.0,Animation,HKG,FCO
1997.0,Animation,CTU,LHR
1998.0,Animation,PHL,DXB
2001.0,Animation,KUL,NRT
2002.0,Animation,MEL,DEL
2004.0,Animation,PHX,DEL
2004.0,Animation,PHX,MEX
2005.0,Animation,NRT,PVG
2006.0,Animation,TPE,CLT
2006.0,Animation,ORD,SZX
2007.0,Animation,CDG,GRU
2007.0,Animation,SIN,KUL
2007.0,Animation,LAX,AMS
2007.0,Animation,SZX,IST
2008.0,Animation,CGK,CAN
2008.0,Animation,FCO,PEK
2009.0,Animation,SEA,MUC
2011.0,Animation,CTU,DEL
2011.0,Animation,CLT,FCO
2013.0,Animation,NRT,MSP
2014.0,Animation,FRA,ZRH
2014.0,Animation,EWR,MUC
2015.0,Animation,DEN,CTU
2016.0,Animation,YYZ,HKG
2017.0,Animation,FRA,DFW
2017.0,Animation,SHA,HKG
2018.0,Animation,EWR,SHA
2018.0,Animation,DXB,ATL
2020.0,Animation,SFO,SHA
2020.0,Animation,DFW,IAH
2023.0,Animation,SYD,MEX
2023.0,Animation,DEN,CLT
2024.0,Animation,FRA,ORD
2024.0,Animation,IST,CDG
2024.0,Animation,SIN,PEK
2025.0,Animation,PVG,GRU
2025.0,Animation,BOS,MAD
2027.0,Animation,CLT,PVG
2027.0,Animation,DTW,AYT
2028.0,Animation,SHA,PHX
2028.0,Animation,NRT,AYT
2029.0,Animation,SYD,JFK
2029.0,Animation,DXB,DEN
2029.0,Animation,CTU,JFK
2030.0,Animation,PEK,EWR
2031.0,Animation,MIA,SYD
2031.0,Animation,MAD,DTW
2031.0,Animation,LHR,ORD
2031.0,Animation,JFK,ATL
2033.0,Animation,PEK,AMS
2033.0,Animation,EWR,IAH
2034.0,Animation,ORY,ORD
2034.0,Animation,CLT,AMS
2034.0,Animation,JFK,CLT
2036.0,Animation,ZRH,CDG
2036.0,Animation,SYD,DFW
2036.0,Animation,TPE,BOM
2037.0,Animation,DEN,AMS
2037.0,Animation,LAS,BOS
2037.0,Animation,AMS,CGK
2039.0,Animation,PHL,SHA
2039.0,Animation,MAD,MEX
2041.0,Animation,ZRH,DEL
2041.0,Animation,DXB,DFW
2041.0,Animation,BOS,SIN
2042.0,Animation,MIA,BOM
2042.0,Animation,PEK,FCO
2042.0,Animation,LHR,MSP
2044.0,Animation,LHR,AYT
2044.0,Animation,CDG,SEA
2044.0,Animation,CAN,LHR
2046.0,Animation,MIA,LAX
2047.0,Animation,SFO,YYZ
2048.0,Animation,EWR,FRA
2048.0,Animation,DTW,TPE
2049.0,Animation,AMS,ATL
2050.0,Animation,CTU,SFO
2050.0,Animation,FCO,PHL
2051.0,Animation,SFO,HKG
2051.0,Animation,MUC,EWR
2051.0,Animation,DTW,AMS
2052.0,Animation,AMS,LHR
2053.0,Animation,KUL,ZRH
2053.0,Animation,MCO,SEA
2057.0,Animation,MEL,CTU
2058.0,Animation,AYT,TPE
2059.0,Animation,KUL,FCO
2059.0,Animation,CAN,YYZ
2060.0,Animation,GRU,SHA
2063.0,Animation,FCO,CAN
2063.0,Animation,SFO,LAX
2065.0,Animation,SYD,DFW
2066.0,Animation,SZX,KUL
2068.0,Animation,IST,HKG
2068.0,Animation,LHR,HKG
2069.0,Animation,SEA,CLT
2070.0,Animation,CDG,ORY
2072.0,Animation,MSP,PVG
2072.0,Animation,SHA,MIA
2073.0,Animation,SFO,ZRH
2075.0,Animation,IAH,CAN
2075.0,Animation,YYZ,MCO
2075.0,Animation,MAD,LAS
2075.0,Animation,ORD,LHR
2075.0,Animation,ATL,ORY
2076.0,Animation,BOM,PEK
2076.0,Animation,SFO,PVG
2076.0,Animation,AMS,TPE
2077.0,Animation,MEX,SEA
2080.0,Animation,MAD,MUC
2081.0,Animation,MSP,CAN
2081.0,Animation,MIA,CTU
2081.0,Animation,HKG,NRT
2084.0,Animation,CTU,MCO
2085.0,Animation,DXB,ORY
2085.0,Animation,FCO,PHX
2085.0,Animation,PHX,MSP
2086.0,Animation,ORY,LHR
2086.0,Animation,EWR,MSP
2087.0,Animation,MEX,FCO
2088.0,Animation,GRU,IST
2089.0,Animation,SZX,SIN
2092.0,Animation,TPE,KUL
2093.0,Animation,GRU,BOM
2093.0,Animation,SYD,DTW
2095.0,Animation,SFO,ATL
2095.0,Animation,MAD,TPE
2095.0,Animation,CGK,MEL
2098.0,Animation,PEK,NRT
2098.0,Animation,CTU,SZX
2099.0,Animation,PVG,NRT
2099.0,Animation,ZRH,DFW
2100.0,Animation,DTW,BOM
2100.0,Animation,BOM,SYD
2101.0,Animation,CLT,SHA
2101.0,Animation,SEA,SFO
2101.0,Animation,DXB,MUC
2103.0,Animation,TPE,SZX
2103.0,Animation,FCO,SYD
2104.0,Animation,JFK,CTU
2105.0,Animation,ORD,MCO
2106.0,Animation,CTU,BOM
2107.0,Animation,ORY,DFW
2109.0,Animation,FCO,ORY
2110.0,Animation,CGK,TPE
2110.0,Animation,MUC,EWR
2111.0,Animation,SZX,TPE
2111.0,Animation,IST,CAN
2111.0,Animation,YYZ,CTU
2111.0,Animation,CLT,JFK
2112.0,Animation,SHA,MEL
2113.0,Animation,SYD,FCO
2115.0,Animation,DEL,ZRH
2115.0,Animation,PVG,PEK
2115.0,Animation,LAX,SYD
2116.0,Animation,ORY,MCO
2117.0,Animation,MSP,CAN
2117.0,Animation,LAS,CLT
2117.0,Animation,AMS,DFW
2117.0,Animation,IST,YYZ
2117.0,Animation,SEA,IST
2117.0,Animation,CTU,LHR
2118.0,Animation,LAS,PHL
2118.0,Animation,MUC,FRA
2119.0,Animation,PEK,CGK
2119.0,Animation,DXB,SEA
2123.0,Animation,MEL,NRT
2123.0,Animation,IST,KUL
2124.0,Animation,DEN,ATL
2124.0,Animation,IST,AYT
2125.0,Animation,MEX,CDG
2127.0,Animation,YYZ,KUL
2127.0,Animation,ORD,MSP
2128.0,Animation,LAX,SIN
2130.0,Animation,DXB,CLT
2133.0,Animation,LAX,CLT
2133.0,Animation,AMS,ORD
2135.0,Animation,MAD,IAH
2135.0,Animation,CTU,IAH
2135.0,Animation,EWR,PVG
2137.0,Animation,DEL,ORY
2138.0,Animation,DTW,ORD
2140.0,Animation,MEX,AYT
2140.0,Animation,CTU,ZRH
2141.0,Animation,DTW,GRU
2143.0,Animation,SZX,DXB
2143.0,Animation,FCO,SZX
2143.0,Animation,AMS,IAH
2143.0,Animation,DEN,BOS
2143.0,Animation,LHR,PEK
2145.0,Animation,KUL,JFK
2146.0,Animation,LHR,EWR
2148.0,Animation,DTW,ZRH
2149.0,Animation,CGK,PHX
2149.0,Animation,MUC,DTW
2149.0,Animation,PEK,IST
2149.0,Animation,SZX,LAS
2150.0,Animation,AMS,FRA
2151.0,Animation,GRU,DEL
2152.0,Animation,FRA,AMS
2154.0,Animation,MEX,EWR
2154.0,Animation,PVG,LAS
2154.0,Animation,MSP,PHX
2154.0,Animation,MCO,IAH
2156.0,Animation,PVG,SFO
2156.0,Animation,SEA,CLT
2157.0,Animation,CAN,EWR
2158.0,Animation,PHX,CAN
2158.0,Animation,PEK,LHR
